City,Date,AQI,PM2.5,PM10,NO2,CO,SO2,O3
Visakhapatnam,2018-02-22,160.0,71.19,194.15,65.2,0.74,17.08,37.11
Visakhapatnam,2018-02-23,157.0,76.45,188.84,58.72,0.77,16.64,36.6
Visakhapatnam,2018-02-25,232.0,61.99,250.5,66.23,1.11,24.09,35.85
Visakhapatnam,2018-02-27,131.0,48.33,136.39,59.48,0.77,17.88,37.29
Visakhapatnam,2018-02-28,128.0,50.69,151.74,67.88,0.76,19.73,36.33
Visakhapatnam,2018-03-01,142.0,56.85,149.89,58.84,0.82,18.51,38.14
Visakhapatnam,2018-03-02,124.0,54.86,138.5,49.57,0.77,22.91,31.66
Visakhapatnam,2018-03-05,121.0,47.48,133.72,51.33,0.83,20.42,24.56
Visakhapatnam,2018-03-06,124.0,48.65,123.68,43.91,0.77,15.75,43.75
Visakhapatnam,2018-03-07,115.0,64.04,147.36,48.57,0.88,13.82,31.67
Visakhapatnam,2018-03-08,124.0,50.73,96.61,20.95,0.54,2.57,50.33
Visakhapatnam,2018-03-09,85.0,45.48,84.41,23.2,0.56,3.81,52.11
Visakhapatnam,2018-03-10,114.0,60.64,143.53,44.34,0.75,11.94,45.95
Visakhapatnam,2018-03-11,126.0,63.92,142.07,52.48,0.82,14.67,42.88
Visakhapatnam,2018-03-12,120.0,57.28,125.83,48.37,0.73,19.82,31.2
Visakhapatnam,2018-03-13,112.0,48.89,122.96,55.29,0.78,18.72,27.85
Visakhapatnam,2018-03-14,117.0,39.85,123.78,56.73,0.78,22.65,29.5
Visakhapatnam,2018-03-15,109.0,42.34,107.78,39.02,0.83,20.9,11.81
Visakhapatnam,2018-03-16,99.0,42.47,83.23,34.41,0.62,10.7,20.39
Visakhapatnam,2018-03-17,148.0,96.1,175.91,66.65,1.1,15.43,57.75
Visakhapatnam,2018-03-18,224.0,93.98,157.14,52.36,0.91,11.91,51.39
Visakhapatnam,2018-03-19,168.0,67.56,108.03,39.88,0.66,9.05,37.93
Visakhapatnam,2018-03-20,105.0,55.97,106.51,40.7,0.64,17.06,22.72
Visakhapatnam,2018-03-21,107.0,60.63,120.63,46.99,0.76,22.86,10.8
Visakhapatnam,2018-03-22,110.0,51.64,108.06,41.97,0.68,16.68,17.12
Visakhapatnam,2018-03-23,121.0,55.66,139.74,41.72,0.93,13.78,17.41
Visakhapatnam,2018-03-24,116.0,54.05,115.06,31.7,0.65,8.25,25.26
Visakhapatnam,2018-03-25,106.0,45.64,97.95,27.43,0.54,4.7,29.04
Visakhapatnam,2018-03-26,99.0,51.89,114.38,37.22,0.72,9.25,23.1
Visakhapatnam,2018-03-27,110.0,48.2,107.48,40.51,0.67,24.17,13.97
Visakhapatnam,2018-03-28,88.0,30.53,74.44,29.04,0.56,18.48,12.55
Visakhapatnam,2018-03-29,71.0,27.49,67.21,29.4,0.57,10.65,17.22
Visakhapatnam,2018-03-30,73.0,29.82,75.32,27.29,0.52,10.8,21.54
Visakhapatnam,2018-03-31,82.0,38.7,94.22,39.01,0.6,14.53,20.53
Visakhapatnam,2018-04-01,101.0,36.96,88.07,34.75,0.62,10.53,19.03
Visakhapatnam,2018-04-02,95.0,29.16,87.32,30.39,0.44,9.41,54.44
Visakhapatnam,2018-04-03,62.0,22.21,55.07,21.58,0.5,3.93,19.39
Visakhapatnam,2018-04-04,70.0,23.84,69.72,30.58,0.43,5.31,23.36
Visakhapatnam,2018-04-05,72.0,27.42,71.41,35.01,0.49,9.32,44.52
Visakhapatnam,2018-04-06,89.0,38.43,102.08,35.61,0.56,10.75,14.98
Visakhapatnam,2018-04-07,95.0,36.88,82.95,33.99,0.53,12.06,13.83
Visakhapatnam,2018-04-08,84.0,23.42,42.92,21.57,0.31,2.33,65.33
Visakhapatnam,2018-04-09,75.0,39.79,89.78,40.3,0.58,4.88,23.42
Visakhapatnam,2018-04-10,90.0,47.17,97.93,37.12,0.63,13.77,29.1
Visakhapatnam,2018-04-11,85.0,29.43,69.38,30.01,0.52,11.95,18.46
Visakhapatnam,2018-04-12,59.0,22.09,54.98,28.51,0.5,10.36,17.47
Visakhapatnam,2018-04-13,81.0,28.25,83.68,35.98,0.51,17.9,17.23
Visakhapatnam,2018-04-14,54.0,18.89,55.15,23.41,0.56,15.35,12.73
Visakhapatnam,2018-04-15,66.0,15.53,54.14,27.48,0.48,10.19,14.2
Visakhapatnam,2018-04-16,55.0,17.15,57.66,28.43,0.48,16.84,20.28
Visakhapatnam,2018-04-19,66.0,17.86,65.64,28.5,0.48,14.34,24.0
Visakhapatnam,2018-04-20,65.0,16.36,69.43,24.01,0.57,16.12,11.16
Visakhapatnam,2018-04-21,80.0,21.74,83.35,23.61,0.59,8.98,15.06
Visakhapatnam,2018-04-24,98.0,29.64,86.19,35.29,0.59,16.03,20.32
Visakhapatnam,2018-04-25,86.0,25.81,87.92,27.12,1.77,18.84,18.82
Visakhapatnam,2018-04-26,76.0,21.97,81.58,26.51,0.52,22.25,12.68
Visakhapatnam,2018-04-27,77.0,16.34,52.24,18.01,0.38,10.65,15.38
Visakhapatnam,2018-04-28,49.0,13.9,54.07,19.48,0.44,13.13,11.69
Visakhapatnam,2018-04-29,60.0,17.59,69.48,22.83,0.44,11.63,13.03
Visakhapatnam,2018-04-30,67.0,14.44,60.54,21.94,0.4,12.1,13.62
Visakhapatnam,2018-05-01,65.0,14.65,58.94,29.04,0.43,4.0,37.8
Visakhapatnam,2018-05-02,91.0,31.6,127.69,51.33,0.61,14.33,25.02
Visakhapatnam,2018-05-04,84.0,22.42,81.52,40.78,0.46,17.91,23.02
Visakhapatnam,2018-05-05,77.0,18.79,72.55,25.71,0.42,4.96,15.94
Visakhapatnam,2018-05-06,70.0,14.83,77.05,23.09,0.53,11.51,13.08
Visakhapatnam,2018-05-07,81.0,16.6,72.27,27.91,0.52,16.18,14.68
Visakhapatnam,2018-05-08,84.0,19.95,87.8,27.69,0.61,14.62,18.42
Visakhapatnam,2018-05-09,102.0,19.27,81.33,27.8,0.62,6.64,13.05
Visakhapatnam,2018-05-10,90.0,20.57,94.77,35.37,0.53,20.22,13.27
Visakhapatnam,2018-05-11,77.0,9.35,58.97,23.46,0.41,11.06,21.44
Visakhapatnam,2018-05-12,119.0,81.14,64.46,34.7,0.46,8.49,34.93
Visakhapatnam,2018-05-13,130.0,16.11,71.82,25.8,0.48,8.2,7.76
Visakhapatnam,2018-05-15,81.0,25.41,87.91,46.17,0.42,13.34,21.87
Visakhapatnam,2018-05-16,76.0,17.96,78.44,30.47,0.5,16.64,11.08
Visakhapatnam,2018-05-17,79.0,12.0,71.64,20.48,0.55,12.17,10.33
Visakhapatnam,2018-05-18,69.0,20.89,89.72,38.54,0.61,22.45,24.42
Visakhapatnam,2018-05-19,101.0,20.64,84.06,29.74,0.44,9.07,18.33
Visakhapatnam,2018-05-20,76.0,16.73,76.61,25.98,0.32,8.63,10.75
Visakhapatnam,2018-05-22,75.0,14.85,66.39,25.75,0.37,4.89,14.19
Visakhapatnam,2018-05-23,60.0,11.81,53.12,20.44,0.37,7.35,11.97
Visakhapatnam,2018-05-24,47.0,13.64,50.59,22.38,0.35,8.21,9.98
Visakhapatnam,2018-05-25,44.0,11.32,39.54,20.52,0.27,5.47,12.88
Visakhapatnam,2018-05-26,40.0,13.25,31.62,13.2,0.3,2.76,21.74
Visakhapatnam,2018-05-27,38.0,14.42,43.25,20.85,0.35,4.16,17.36
Visakhapatnam,2018-05-28,56.0,25.1,76.72,30.18,0.48,13.46,13.69
Visakhapatnam,2018-05-29,87.0,27.11,80.88,28.35,0.39,13.61,22.99
Visakhapatnam,2018-05-30,98.0,37.85,106.22,27.18,0.41,9.87,37.66
Visakhapatnam,2018-05-31,103.0,34.18,107.24,20.48,0.43,3.51,42.74
Visakhapatnam,2018-06-01,107.0,39.17,102.24,33.55,0.43,7.38,30.22
Visakhapatnam,2018-06-02,89.0,30.78,86.36,35.75,0.54,4.75,30.05
Visakhapatnam,2018-06-03,90.0,38.25,121.95,69.53,0.55,13.42,14.32
Visakhapatnam,2018-06-05,124.0,57.79,144.62,51.13,0.51,12.56,40.88
Visakhapatnam,2018-06-06,101.0,35.24,84.35,46.12,0.5,10.84,42.3
Visakhapatnam,2018-06-07,82.0,28.43,68.43,27.3,0.4,5.92,62.99
Visakhapatnam,2018-06-09,95.0,36.75,83.33,43.22,0.45,15.33,36.89
Visakhapatnam,2018-06-10,81.0,28.69,66.84,46.76,0.41,11.71,32.48
Visakhapatnam,2018-06-11,82.0,30.94,87.54,44.8,0.41,11.93,29.61
Visakhapatnam,2018-06-12,83.0,35.48,100.2,52.86,0.93,15.22,10.92
Visakhapatnam,2018-06-13,105.0,35.64,136.51,46.06,0.63,19.68,26.85
Visakhapatnam,2018-06-14,126.0,38.98,148.5,46.8,0.53,18.59,32.99
Visakhapatnam,2018-06-16,158.0,50.78,173.25,41.44,0.39,21.93,47.03
Visakhapatnam,2018-06-17,147.0,39.92333333333333,141.61666666666667,37.96,0.38,15.983333333333334,46.02333333333333
Visakhapatnam,2018-06-21,112.0,27.7,106.31,38.37,0.35,15.97,27.5
Visakhapatnam,2018-06-22,92.0,27.05,74.19,38.98,0.46,9.52,26.54
Visakhapatnam,2018-06-23,79.0,26.17,97.3,36.83,0.54,11.83,24.5
Visakhapatnam,2018-06-24,101.0,30.25,95.68,35.29,0.46,18.1,33.16
Visakhapatnam,2018-06-25,97.0,30.0,113.06,35.52,0.43,10.95,40.09
Visakhapatnam,2018-06-27,111.0,33.04,113.38,41.73,0.56,18.17,13.23
Visakhapatnam,2018-06-28,84.0,27.29,70.27,38.39,0.45,17.86,16.53
Visakhapatnam,2018-06-29,76.0,32.92,84.65,44.95,0.7,11.38,12.07
Visakhapatnam,2018-06-30,85.0,33.78,79.51,36.11,0.43,12.05,24.91
Visakhapatnam,2018-07-01,79.0,32.22,91.28,37.53,0.56,13.1,21.67
Visakhapatnam,2018-07-02,95.0,31.92,79.9,34.59,0.48,15.3,20.82
Visakhapatnam,2018-07-03,80.0,38.8,86.26,44.72,0.5,13.39,18.01
Visakhapatnam,2018-07-04,90.0,33.39,102.52,45.59,0.45,15.11,22.69
Visakhapatnam,2018-07-05,100.0,24.36,91.04,41.02,0.43,10.52,16.46
Visakhapatnam,2018-07-06,85.0,27.25,71.62,41.73,0.54,12.32,16.69
Visakhapatnam,2018-07-07,87.0,35.14,101.2,42.5,0.58,22.36,14.14
Visakhapatnam,2018-07-08,88.0,33.26,80.16,37.76,0.5,10.86,17.08
Visakhapatnam,2018-07-09,81.0,34.32,88.43,41.61,0.49,17.0,20.19
Visakhapatnam,2018-07-13,68.0,28.16,82.2,36.77,0.45,19.09,12.36
Visakhapatnam,2018-07-14,91.0,36.57,84.99,37.66,0.54,2.72,7.93
Visakhapatnam,2018-07-15,68.0,21.84,49.03,35.28,0.42,3.69,5.98
Visakhapatnam,2018-07-16,70.0,28.49,99.19,33.71,0.52,14.09,9.15
Visakhapatnam,2018-07-17,89.0,22.82,74.76,33.08,0.37,13.4,12.67
Visakhapatnam,2018-07-18,82.0,29.86,82.04,32.84,0.49,5.17,12.63
Visakhapatnam,2018-07-19,69.0,22.54,58.77,34.15,0.39,6.51,13.41
Visakhapatnam,2018-07-20,63.0,27.9,67.82,39.37,0.55,5.16,7.57
Visakhapatnam,2018-07-21,67.0,27.85,59.59,39.62,0.58,3.7,8.23
Visakhapatnam,2018-07-22,81.0,32.61,91.42,36.09,0.51,10.45,11.48
Visakhapatnam,2018-07-23,104.0,36.78,138.91,37.23,0.72,13.25,17.24
Visakhapatnam,2018-07-24,127.0,41.99,137.9,38.59,0.58,11.7,18.61
Visakhapatnam,2018-07-25,123.0,43.56,128.51,38.15,0.66,9.21,16.97
Visakhapatnam,2018-07-26,130.0,44.48,150.92,43.93,0.59,7.5,14.34
Visakhapatnam,2018-07-27,125.0,35.02,127.79,38.7,0.55,12.02,13.41
Visakhapatnam,2018-07-28,113.0,35.58,108.84,35.59,0.53,11.23,19.99
Visakhapatnam,2018-07-29,114.0,40.33,127.5,34.26,0.45,7.3,17.03
Visakhapatnam,2018-07-30,118.0,43.0,157.0,52.68,0.99,12.92,14.31
Visakhapatnam,2018-08-02,117.0,40.26,109.01,34.1,0.33,7.57,19.84
Visakhapatnam,2018-08-03,130.0,52.43,165.01,40.08,0.51,7.34,16.1
Visakhapatnam,2018-08-04,142.0,53.49,166.88,46.16,0.67,6.51,18.95
Visakhapatnam,2018-08-05,128.0,50.995000000000005,115.41,29.97,0.37,2.02,20.89
Visakhapatnam,2018-08-06,109.0,48.5,140.55,45.67,0.59,11.38,20.66
Visakhapatnam,2018-08-07,106.0,45.4,83.09,34.88,0.52,2.45,8.5
Visakhapatnam,2018-08-08,73.0,39.1,82.99,41.31,0.6,5.02,8.57
Visakhapatnam,2018-08-09,100.0,44.7,109.74,37.98,0.61,9.11,13.38
Visakhapatnam,2018-08-10,107.0,53.32,107.32,45.44,0.64,7.69,11.07
Visakhapatnam,2018-08-11,93.0,34.35,71.82,42.32,0.6,4.71,6.46
Visakhapatnam,2018-08-12,76.0,21.86,49.71,42.23,0.48,6.46,7.68
Visakhapatnam,2018-08-17,87.0,25.69,69.31,42.03,0.53,8.05,9.7
Visakhapatnam,2018-08-18,72.0,32.84,68.96,43.43,0.56,11.58,8.85
Visakhapatnam,2018-08-19,63.0,17.9,52.3,40.17,0.51,14.66,11.03
Visakhapatnam,2018-08-22,61.0,30.03,67.02,32.93,0.88,22.77,13.26
Visakhapatnam,2018-08-23,74.0,31.38,71.25,31.63,0.91,21.64,16.3
Visakhapatnam,2018-08-24,72.0,34.315,39.0,37.08,0.9,10.65,17.85
Visakhapatnam,2018-08-28,122.0,41.97,108.88,48.76,0.9,10.66,29.39
Visakhapatnam,2018-08-29,118.0,48.18,133.73,38.12,1.11,5.28,16.78
Visakhapatnam,2018-08-30,114.0,43.89,110.32,28.8,0.84,4.08,25.09
Visakhapatnam,2018-08-31,116.0,51.3,125.77,47.77,1.36,3.97,14.49
Visakhapatnam,2018-09-01,108.0,35.33,84.6,43.2,1.13,6.77,9.39
Visakhapatnam,2018-09-04,107.0,41.12,101.34,41.07,0.97,3.64,18.32
Visakhapatnam,2018-09-05,96.0,39.34,91.6,39.76,0.89,5.25,16.05
Visakhapatnam,2018-09-06,106.0,48.18,133.49,45.56,0.93,11.99,11.47
Visakhapatnam,2018-09-07,118.0,41.28,105.99,42.57,0.96,8.45,13.77
Visakhapatnam,2018-09-08,110.0,47.03,134.82,37.44,0.88,8.23,27.53
Visakhapatnam,2018-09-09,141.0,65.02,165.7,32.44,1.03,3.32,36.85
Visakhapatnam,2018-09-10,129.0,48.09,123.99,37.19,0.95,2.95,21.01
Visakhapatnam,2018-09-11,105.0,47.34,100.31,41.09,0.98,3.86,16.42
Visakhapatnam,2018-09-12,106.0,56.6,114.28,38.93,1.01,4.19,14.83
Visakhapatnam,2018-09-13,121.0,64.77,109.78,26.21,0.86,2.81,21.69
Visakhapatnam,2018-09-14,100.0,62.18,117.69,42.52,1.13,6.77,17.75
Visakhapatnam,2018-09-15,138.0,62.22,147.66,44.38,1.03,3.05,28.63
Visakhapatnam,2018-09-16,154.0,67.61,192.29,51.88,0.95,2.85,26.42
Visakhapatnam,2018-09-17,96.0,33.98,79.99,32.51,0.91,2.35,22.78
Visakhapatnam,2018-09-18,100.0,41.23,104.04,40.65,1.01,2.47,25.53
Visakhapatnam,2018-09-19,119.0,47.77,129.97,43.66,0.97,2.73,24.79
Visakhapatnam,2018-09-20,110.0,71.26,105.67,51.8,1.05,3.22,16.1
Visakhapatnam,2018-09-21,102.0,37.58,74.29,35.07,0.81,5.38,38.07
Visakhapatnam,2018-09-22,77.0,38.53,71.96,31.62,0.7,2.13,38.9
Visakhapatnam,2018-09-23,114.0,38.46,101.61,28.05,0.45,1.31,40.03
Visakhapatnam,2018-09-24,78.0,29.18,77.84,28.82,0.51,2.37,15.0
Visakhapatnam,2018-09-25,86.0,28.61,79.11,31.75,0.43,2.01,33.31
Visakhapatnam,2018-09-26,98.0,34.19,104.24,38.97,0.65,3.82,22.36
Visakhapatnam,2018-09-27,99.0,36.81,92.5,34.54,0.54,4.44,17.16
Visakhapatnam,2018-09-28,66.0,18.71,55.55,27.41,0.18,4.46,11.52
Visakhapatnam,2018-09-29,70.0,28.19,86.03,26.8,0.56,2.81,21.05
Visakhapatnam,2018-09-30,104.0,52.09,119.12,27.89,0.46,3.09,36.61
Visakhapatnam,2018-10-01,157.0,73.3,125.23,29.07,0.52,3.69,47.84
Visakhapatnam,2018-10-02,122.0,64.0,137.38,32.38,0.49,4.75,44.3
Visakhapatnam,2018-10-03,107.0,31.64,104.29,29.95,0.41,4.53,31.384999999999998
Visakhapatnam,2018-10-04,117.0,62.23,141.49,37.26,0.66,3.19,18.47
Visakhapatnam,2018-10-05,130.0,57.35,154.36,42.21,0.57,3.3,21.5
Visakhapatnam,2018-10-06,149.0,78.54,181.76,46.02,0.68,3.7,26.83
Visakhapatnam,2018-10-07,153.0,69.29,155.0,32.8,0.55,3.7,37.8
Visakhapatnam,2018-10-08,107.0,54.88,122.81,27.32,0.57,3.87,39.34
Visakhapatnam,2018-10-09,112.0,42.4,126.5,30.66,0.54,3.71,35.3
Visakhapatnam,2018-10-10,112.0,31.74,93.9,39.07,0.64,8.16,33.84
Visakhapatnam,2018-10-12,115.0,43.88,110.35,49.84,0.69,12.45,29.07
Visakhapatnam,2018-10-13,122.0,69.73,118.55,36.05,0.53,5.9,50.27
Visakhapatnam,2018-10-14,114.0,58.04,99.35,49.77,0.61,8.68,37.85
Visakhapatnam,2018-10-15,98.0,49.55,100.07,51.42,0.71,11.62,32.89
Visakhapatnam,2018-10-16,98.0,40.69,83.99,29.18,0.51,2.9,35.62
Visakhapatnam,2018-10-17,80.0,53.01,89.9,33.06,0.54,4.91,49.86
Visakhapatnam,2018-10-18,144.0,86.27,164.46,62.09,0.8,20.28,66.53
Visakhapatnam,2018-10-19,181.0,145.0,209.56,50.73,0.78,13.31,66.45
Visakhapatnam,2018-10-20,168.0,69.05,187.53,45.83,0.67,10.09,66.17
Visakhapatnam,2018-10-21,199.0,99.12,213.95,56.25,0.75,12.67,64.33
Visakhapatnam,2018-10-24,228.0,90.26,226.33,63.2,1.04,22.56,51.64
Visakhapatnam,2018-10-25,177.0,78.89,198.9,62.3,0.9,13.32,57.29
Visakhapatnam,2018-10-30,95.0,37.5,72.83,19.84,0.61,5.71,73.12
Visakhapatnam,2018-10-31,63.0,22.75,49.88,16.98,0.57,4.18,43.39
Visakhapatnam,2018-11-01,47.0,11.04,32.91,14.93,0.54,3.22,37.97
Visakhapatnam,2018-11-02,44.0,11.34,36.49,14.72,0.56,2.65,29.71
Visakhapatnam,2018-11-03,38.0,7.47,29.02,12.91,0.54,1.93,26.99
Visakhapatnam,2018-11-04,40.0,8.24,28.92,10.16,0.54,2.07,29.15
Visakhapatnam,2018-11-05,44.0,11.35,38.83,17.47,0.6,2.72,22.95
Visakhapatnam,2018-11-06,74.0,30.77,89.68,42.96,0.75,6.5,26.63
Visakhapatnam,2018-11-07,112.0,101.79,160.09,44.43,0.74,19.0,39.23
Visakhapatnam,2018-11-09,142.0,48.16,108.47,29.96,0.66,5.47,40.88
Visakhapatnam,2018-11-10,127.0,66.51,160.33,33.99,0.74,13.53,51.26
Visakhapatnam,2018-11-16,103.0,54.95,111.88,17.67,0.81,3.19,78.71
Visakhapatnam,2018-11-17,131.0,57.21,138.21,20.42,0.7,3.03,63.84
Visakhapatnam,2018-11-18,107.0,40.27,97.11,27.34,0.64,8.67,37.11
Visakhapatnam,2018-11-19,86.0,42.25,88.83,15.38,0.63,3.94,60.08
Visakhapatnam,2018-11-20,96.0,47.82,94.72,16.99,0.66,5.07,60.2
Visakhapatnam,2018-12-16,130.0,53.03,107.74,22.34,0.61,7.09,49.89
Visakhapatnam,2018-12-17,79.0,24.85,42.28,15.9,0.58,2.94,51.06
Visakhapatnam,2018-12-18,61.0,5.89,24.42,36.94,0.54,3.65,17.13
Visakhapatnam,2018-12-19,49.0,8.6,26.8,20.6,0.46,2.81,37.63
Visakhapatnam,2018-12-20,53.0,23.79,46.15,26.7,0.5133333333333333,3.45,44.56
Visakhapatnam,2018-12-21,75.0,43.75,76.9,26.77,0.5666666666666667,5.41,65.79
Visakhapatnam,2018-12-22,91.0,63.48,97.28,29.34,0.62,19.89,78.72
Visakhapatnam,2019-01-22,315.0,129.7,254.44,59.43,1.24,16.05,17.55
Visakhapatnam,2019-01-25,257.0,100.56,198.95,41.78,1.1,19.65,7.36
Visakhapatnam,2019-01-26,113.0,45.94,56.4,22.82,0.63,7.14,25.44
Visakhapatnam,2019-01-27,101.0,80.45,129.08,17.27,0.78,6.64,69.36
Visakhapatnam,2019-01-28,196.0,85.77,138.65,42.57,0.88,8.47,51.84
Visakhapatnam,2019-01-29,172.0,79.75,127.43,44.93,0.83,8.68,62.36
Visakhapatnam,2019-01-30,160.0,71.88,117.96,33.23,0.71,10.28,77.3
Visakhapatnam,2019-02-02,205.0,99.81,212.2,71.07,1.19,11.1,52.71
Visakhapatnam,2019-02-03,205.0,85.53,245.56,65.16,1.06,9.32,60.92
Visakhapatnam,2019-02-04,147.0,71.09,144.15,46.25,0.85,5.64,77.64
Visakhapatnam,2019-02-08,277.0,98.9,221.69,63.54,1.15,18.3,28.17
Visakhapatnam,2019-02-09,165.0,76.34,140.91,42.83,0.83,13.4,21.97
Visakhapatnam,2019-02-10,147.0,76.17,132.51999999999998,31.31,0.82,5.9,42.82
Visakhapatnam,2019-02-11,126.0,59.05,124.13,28.13,0.68,4.38,65.86
Visakhapatnam,2019-02-12,114.0,54.84,126.53,33.09,0.72,5.12,69.7
Visakhapatnam,2019-02-14,182.0,94.42,178.56,60.03,1.06,8.19,50.52
Visakhapatnam,2019-02-15,144.0,55.03,94.34,30.02,0.74,6.43,59.81
Visakhapatnam,2019-02-16,115.0,67.33,138.24,44.68,0.86,7.87,37.87
Visakhapatnam,2019-02-17,109.0,50.92,109.68,34.62,0.81,11.06,28.92
Visakhapatnam,2019-02-18,109.0,51.74,100.88,37.14,0.79,20.8,17.83
Visakhapatnam,2019-02-19,84.0,33.27,71.67,20.37,0.68,4.56,15.31
Visakhapatnam,2019-02-20,82.0,39.61,86.76,24.55,0.72,5.77,13.42
Visakhapatnam,2019-02-21,98.0,51.81,115.7,36.12,0.83,15.92,17.11
Visakhapatnam,2019-02-22,103.0,52.8,118.58,40.23,0.67,10.17,28.71
Visakhapatnam,2019-02-23,118.0,51.41,128.17,47.12,0.84,13.49,17.21
Visakhapatnam,2019-02-26,148.0,52.58,169.83,28.68,0.89,7.1,1.55
Visakhapatnam,2019-03-02,48.0,15.89,52.28,14.77,0.45,4.55,24.44
Visakhapatnam,2019-03-03,63.0,26.93,69.05,20.86,0.55,6.16,25.91
Visakhapatnam,2019-03-04,78.0,27.8,87.02,24.13,0.73,10.33,15.8
Visakhapatnam,2019-03-05,92.0,22.27,91.01,26.61,0.67,11.33,12.4
Visakhapatnam,2019-03-06,102.0,42.23,111.52,32.32,0.74,14.82,13.43
Visakhapatnam,2019-03-07,104.0,30.85,93.77,23.55,0.67,7.93,20.43
Visakhapatnam,2019-03-08,81.0,33.92,81.68,29.37,0.77,4.45,27.64
Visakhapatnam,2019-03-09,80.0,27.95,96.17,39.08,0.86,5.18,13.08
Visakhapatnam,2019-03-10,79.0,19.08,75.6,36.5,0.61,12.53,9.47
Visakhapatnam,2019-03-11,74.0,21.22,93.11,42.49,0.83,17.44,9.42
Visakhapatnam,2019-03-13,121.0,42.54,133.44,51.99,0.71,23.47,15.38
Visakhapatnam,2019-03-15,130.0,43.56,116.19,38.18,0.72,12.45,22.29
Visakhapatnam,2019-03-16,107.0,28.18,95.94,25.99,0.59,8.67,18.53
Visakhapatnam,2019-03-17,98.0,34.35,105.79,37.82,0.62,13.1,15.39
Visakhapatnam,2019-03-19,100.0,32.39,100.66,43.73,0.68,4.7,21.36
Visakhapatnam,2019-03-20,78.0,27.53,72.87,28.71,0.64,9.69,20.53
Visakhapatnam,2019-03-21,74.0,23.36,66.43,29.64,0.79,9.32,22.21
Visakhapatnam,2019-03-23,114.0,31.12,105.29,36.11,0.77,11.71,13.51
Visakhapatnam,2019-03-24,101.0,31.06,108.14,35.72,0.87,11.38,10.46
Visakhapatnam,2019-03-25,99.0,36.77,89.98,35.59,0.83,4.85,15.33
Visakhapatnam,2019-03-26,81.0,24.49,64.93,30.89,0.7,8.09,8.37
Visakhapatnam,2019-03-27,71.0,24.5,76.36,33.42,0.68,10.25,12.09
Visakhapatnam,2019-03-28,87.0,30.49,93.56,33.41,0.77,15.85,14.54
Visakhapatnam,2019-03-29,91.0,31.8,102.51,28.23,0.83,11.6,15.0
Visakhapatnam,2019-03-30,103.0,37.15,104.69,36.12,0.86,12.35,8.66
Visakhapatnam,2019-03-31,110.0,44.75,133.71,45.4,0.88,22.5,8.84
Visakhapatnam,2019-04-01,126.0,43.25,133.41,35.51,0.94,10.1,17.23
Visakhapatnam,2019-04-02,108.0,28.42,103.06,36.19,0.95,17.8,10.37
Visakhapatnam,2019-04-03,101.0,27.5,89.44,35.23,0.88,14.67,9.43
Visakhapatnam,2019-04-04,91.0,27.02,103.61,32.42,0.87,21.15,4.48
Visakhapatnam,2019-04-05,96.0,23.63,77.64,25.85,0.72,19.17,4.17
Visakhapatnam,2019-04-06,86.0,32.96,109.5,43.6,0.63,8.55,9.24
Visakhapatnam,2019-04-07,105.0,25.61,85.39,41.37,0.64,12.44,17.83
Visakhapatnam,2019-04-08,81.0,22.42,79.8,22.97,0.8,4.42,5.25
Visakhapatnam,2019-04-09,80.0,23.73,81.76,23.77,0.85,6.88,5.09
Visakhapatnam,2019-04-10,100.0,33.69,99.18,22.46,0.66,5.13,9.26
Visakhapatnam,2019-04-11,86.0,25.82,98.125,26.805,0.81,7.039999999999999,8.735
Visakhapatnam,2019-04-13,96.0,27.28,106.57,42.29,0.8,7.57,30.51
Visakhapatnam,2019-04-14,99.0,20.65,85.16,31.55,0.71,9.19,7.99
Visakhapatnam,2019-04-15,89.0,28.84,107.04,36.27,0.84,16.08,7.94
Visakhapatnam,2019-04-16,110.0,31.45,120.82,42.89,0.87,19.8,9.43
Visakhapatnam,2019-04-17,114.0,35.3,116.16,33.42,0.8,6.68,10.95
Visakhapatnam,2019-04-18,111.0,31.25,102.2,24.69,0.75,5.09,7.71
Visakhapatnam,2019-04-19,88.0,22.48,68.45,18.99,0.65,3.89,8.0
Visakhapatnam,2019-04-20,71.0,21.76,73.93,28.49,0.71,4.05,8.68
Visakhapatnam,2019-04-21,79.0,25.62,86.99,44.16,0.79,2.61,7.01
Visakhapatnam,2019-04-22,85.0,29.58,78.81,33.58,0.65,3.6,23.29
Visakhapatnam,2019-04-23,72.0,26.19,68.03,26.87,0.61,3.32,17.99
Visakhapatnam,2019-04-24,63.0,21.88,60.43,22.74,0.6,2.76,8.57
Visakhapatnam,2019-04-25,83.0,37.51,114.06,23.73,0.88,3.31,8.22
Visakhapatnam,2019-04-26,116.0,38.9,120.33,27.19,0.79,2.88,11.15
Visakhapatnam,2019-04-27,113.0,29.45,96.85,23.62,1.01,2.41,9.02
Visakhapatnam,2019-04-28,102.0,25.92,104.1,19.16,0.83,3.27,8.65
Visakhapatnam,2019-04-29,85.0,18.89,65.88,15.71,0.61,5.58,7.06
Visakhapatnam,2019-04-30,56.0,12.9,52.79,15.86,0.61,5.1,10.51
Visakhapatnam,2019-05-01,46.0,13.18,50.34,18.79,0.58,5.3,10.63
Visakhapatnam,2019-05-02,50.0,15.1,55.1,35.9,0.57,6.22,5.82
Visakhapatnam,2019-05-03,97.0,59.67,198.42,49.52,1.16,4.15,25.37
